ageRange,industry,annualSalary,addIncome,currency,workCountry,usState,usCity,overallProExp,fieldExp,eduLevel,gender,race,totalCompensation,compUSD
35-44,Agriculture or Forestry,26000,6600.0,USD,USA,Connecticut,Glastonbury,11-20,2-4,Some college,Other or prefer not to answer,Another option not listed here or prefer not to answer,32600.0,32600.0
25-34,"Marketing, Advertising & PR",160000,0.0,USD,USA,New York,Nyc,8-10,8-10,College degree,Woman,White,160000.0,160000.0
45-54,Computing or Tech,90000,5000.0,USD,USA,Pennsylvania,Pittsburgh,11-20,11-20,College degree,Man,White,95000.0,95000.0
45-54,Health care,50000,12000.0,USD,USA,Massachusetts,Boston,21-30,21-30,College degree,Woman,White,62000.0,62000.0
25-34,Computing or Tech,190000,0.0,USD,USA,New York,New York,11-20,11-20,College degree,Man,White,190000.0,190000.0
25-34,Health care,119000,0.0,USD,USA,Massachusetts,Worcester ,11-20,5-7,Master's degree,Woman,White,119000.0,119000.0
25-34,Education (Primary/Secondary),42000,0.0,USD,USA,Kentucky,Louisville ,5-7,2-4,Master's degree,Woman,White,42000.0,42000.0
25-34,Nonprofits,68500,2000.0,USD,USA,New York,NYC,8-10,5-7,College degree,Woman,White,70500.0,70500.0
25-34,Computing or Tech,116000,3000.0,USD,USA,Minnesota,Minneapolis ,11-20,8-10,Some college,Woman,White,119000.0,119000.0
35-44,Education (Higher Education),35360,0.0,USD,USA,Washington,"Tumwater, WA",2-4,0-1,College degree,Non-binary,Asian or Asian American,35360.0,35360.0
25-34,Government and Public Administration,55000,2500.0,USD,USA,Washington,Kent,5-7,5-7,College degree,Woman,White,57500.0,57500.0
45-54,Pharmaceutical,185000,30000.0,USD,USA,California,South San Francisco,21-30,21-30,PhD,Woman,White,215000.0,215000.0
35-44,Nonprofits,60000,0.0,USD,USA,Tennessee,Nashville ,11-20,11-20,Master's degree,Woman,White,60000.0,60000.0
25-34,Law,80000,0.0,USD,USA,Oregon,Portland ,8-10,8-10,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,80000.0,80000.0
25-34,Law,30160,0.0,USD,USA,Kentucky,Elizabethtown,5-7,5-7,Some college,Woman,White,30160.0,30160.0
45-54,Health care,85000,10000.0,USD,USA,Virginia,Woodbridge,21-30,11-20,"Professional degree (MD, JD, etc.)",Woman,White,95000.0,95000.0
25-34,Engineering or Manufacturing,105000,15000.0,USD,USA,California,Irvine,5-7,5-7,PhD,Woman,White,120000.0,120000.0
35-44,"Marketing, Advertising & PR",135000,22000.0,USD,USA,Washington,Seattle ,11-20,11-20,Master's degree,Woman,White,157000.0,157000.0
25-34,Property or Construction,27070,4000.0,USD,USA,Oregon,La Grande ,0-1,0-1,Some college,Woman,White,31070.0,31070.0
35-44,Computing or Tech,118560,0.0,USD,USA,Washington,"Olympia, WA ",11-20,11-20,College degree,Man,White,118560.0,118560.0
55-64,Sales,60000,90000.0,USD,USA,Arizona,Tucson,41+,21-30,Some college,Man,White,150000.0,150000.0
25-34,Engineering or Manufacturing,125000,5500.0,USD,USA,New York,Syracuse,11-20,11-20,Master's degree,Woman,White,130500.0,130500.0
45-54,Education (Higher Education),57000,0.0,USD,USA,New York,New York,11-20,8-10,Master's degree,Woman,White,57000.0,57000.0
25-34,Computing or Tech,110000,0.0,USD,USA,New York,New York,5-7,2-4,Master's degree,Woman,White,110000.0,110000.0
45-54,Nonprofits,42000,0.0,USD,USA,Iowa,Des Moines,5-7,2-4,College degree,Woman,White,42000.0,42000.0
45-54,Health care,85000,13000.0,USD,USA,Illinois,Chicago ,21-30,8-10,College degree,Woman,Asian or Asian American,98000.0,98000.0
25-34,Government and Public Administration,76000,0.0,USD,USA,Ohio,Columbus,11-20,5-7,College degree,Woman,White,76000.0,76000.0
45-54,Education (Higher Education),56000,0.0,USD,USA,Texas,Corrigen ,11-20,21-30,College degree,Woman,"Hispanic, Latino, or Spanish origin",56000.0,56000.0
18-24,Social Work,46500,1500.0,USD,USA,Massachusetts,Methuen,2-4,2-4,Master's degree,Woman,White,48000.0,48000.0
35-44,Education (Higher Education),90000,0.0,USD,USA,Pennsylvania,Bethlehem,11-20,11-20,PhD,Woman,White,90000.0,90000.0
55-64,Transport or Logistics,65000,7000.0,USD,USA,Michigan,Detroit ,31-40,31-40,Some college,Woman,White,72000.0,72000.0
35-44,"Accounting, Banking & Finance",92500,12000.0,USD,USA,New York,New York,11-20,8-10,College degree,Woman,White,104500.0,104500.0
35-44,Art & Design,80000,3000.0,USD,USA,Pennsylvania,Philadelphia ,11-20,11-20,College degree,Woman,White,83000.0,83000.0
45-54,"Accounting, Banking & Finance",72000,0.0,USD,USA,New York,New York,21-30,21-30,Some college,Woman,"Hispanic, Latino, or Spanish origin",72000.0,72000.0
25-34,Utilities & Telecommunications,50000,3000.0,USD,USA,North Carolina,Charlotte,8-10,2-4,Some college,Woman,White,53000.0,53000.0
25-34,Recruitment or HR,73320,0.0,CAD,CANADA,,Halifax,8-10,5-7,Master's degree,Woman,White,73320.0,52790.4
25-34,Health care,33000,0.0,USD,USA,Oregon,Portland,11-20,2-4,College degree,Woman,Another option not listed here or prefer not to answer,33000.0,33000.0
35-44,"Accounting, Banking & Finance",140000,42000.0,USD,USA,Florida,Orlando,11-20,11-20,Master's degree,Woman,White,182000.0,182000.0
35-44,Education (Higher Education),108000,10800.0,USD,USA,California,Oakland,11-20,8-10,Master's degree,Woman,White,118800.0,118800.0
45-54,Computing or Tech,133537,0.0,USD,USA,District of Columbia,Washington,21-30,5-7,College degree,Woman,White,133537.0,133537.0
25-34,Computing or Tech,52000,1000.0,USD,USA,California,Mountain View,5-7,2-4,College degree,Woman,Asian or Asian American,53000.0,53000.0
35-44,Computing or Tech,185000,0.0,USD,USA,California,Santa Clara,11-20,2-4,PhD,Man,Another option not listed here or prefer not to answer,185000.0,185000.0
35-44,Outdoor industry/repair and maintenance,37000,2000.0,USD,USA,Oregon,Portland,11-20,11-20,Some college,Woman,White,39000.0,39000.0
25-34,Education (Higher Education),51000,0.0,USD,USA,California,San Diego,11-20,8-10,Master's degree,Woman,Asian or Asian American,51000.0,51000.0
35-44,Nonprofits,81000,0.0,USD,USA,Nebraska,Omaha,11-20,5-7,College degree,Woman,White,81000.0,81000.0
55-64,Library,107000,0.0,USD,USA,New Hampshire,Nashua,21-30,21-30,Master's degree,Woman,White,107000.0,107000.0
35-44,Education (Primary/Secondary),49500,2000.0,USD,USA,Arizona,Tucson ,11-20,11-20,Master's degree,Woman,White,51500.0,51500.0
35-44,Government and Public Administration,108000,0.0,USD,USA,Maryland,Bethesda,11-20,11-20,College degree,Woman,White,108000.0,108000.0
25-34,"Accounting, Banking & Finance",100000,8000.0,USD,USA,Illinois,Chicago,5-7,2-4,Master's degree,Woman,Black or African American,108000.0,108000.0
25-34,Nonprofits,80000,0.0,USD,USA,New York,New York,5-7,5-7,Master's degree,Woman,White,80000.0,80000.0
35-44,Education (Primary/Secondary),100000,0.0,USD,USA,New York,New York City Suburbs,11-20,8-10,"Professional degree (MD, JD, etc.)",Woman,White,100000.0,100000.0
25-34,Computing or Tech,151000,20000.0,USD,USA,California,San Francisco,5-7,5-7,College degree,Non-binary,White,171000.0,171000.0
25-34,Law,69000,10000.0,USD,USA,Illinois,Chicago,5-7,2-4,College degree,Woman,White,79000.0,79000.0
25-34,"Accounting, Banking & Finance",37000,0.0,USD,USA,Virginia,Charlottesville,8-10,0-1,College degree,Woman,White,37000.0,37000.0
25-34,Insurance,77000,5000.0,USD,USA,Iowa,Des Moines,5-7,2-4,College degree,Woman,White,82000.0,82000.0
25-34,Health care,74000,5900.0,USD,USA,Illinois,North Chicago,2-4,0-1,Master's degree,Man,Asian or Asian American,79900.0,79900.0
35-44,"Marketing, Advertising & PR",90000,0.0,USD,USA,North Carolina,Raleigh,11-20,5-7,Master's degree,Woman,White,90000.0,90000.0
25-34,"Marketing, Advertising & PR",48500,2000.0,CAD,CANADA,,Toronto,5-7,5-7,College degree,Woman,White,50500.0,36360.0
45-54,Government and Public Administration,108000,10000.0,CAD,CANADA,,Ottawa,11-20,11-20,Master's degree,Woman,"Black or African American, Native American or Alaska Native, White",118000.0,84960.0
25-34,Nonprofits,49500,0.0,USD,USA,Ohio,Cleveland,5-7,5-7,Master's degree,Woman,White,49500.0,49500.0
35-44,Insurance,75000,1000.0,USD,USA,Michigan,O,11-20,11-20,College degree,Woman,White,76000.0,76000.0
35-44,Government and Public Administration,34000,0.0,USD,USA,Oregon,Portland,21-30,11-20,Some college,Woman,White,34000.0,34000.0
25-34,Health care,78000,0.0,USD,USA,New Mexico,Albuquerque ,2-4,2-4,"Professional degree (MD, JD, etc.)",Woman,White,78000.0,78000.0
35-44,Education (Higher Education),65000,0.0,USD,USA,Ohio,Canton,11-20,11-20,Master's degree,Woman,White,65000.0,65000.0
45-54,Computing or Tech,425000,0.0,USD,USA,Nevada,Reno,5-7,2-4,College degree,Woman,White,425000.0,425000.0
35-44,Consulting,265000,50000.0,USD,CANADA,,Toronto,11-20,8-10,Master's degree,Man,Asian or Asian American,315000.0,315000.0
25-34,Education (Higher Education),500000,0.0,USD,USA,Michigan,Detroit,5-7,5-7,Master's degree,Woman,White,500000.0,500000.0
25-34,Media & Digital,80000,0.0,USD,USA,District of Columbia,Washington ,5-7,2-4,Master's degree,Woman,White,80000.0,80000.0
45-54,Government and Public Administration,135000,0.0,USD,USA,New York,Albany,21-30,21-30,Master's degree,Woman,White,135000.0,135000.0
25-34,"Leisure, Sport & Tourism",55000,5000.0,USD,USA,Oregon,Portland,5-7,5-7,College degree,Woman,White,60000.0,60000.0
45-54,Computing or Tech,88000,0.0,USD,USA,Minnesota,Minneapolis ,21-30,21-30,Some college,Woman,White,88000.0,88000.0
45-54,Government and Public Administration,52000,0.0,USD,USA,Texas,Crowley ,21-30,11-20,High School,Woman,"Hispanic, Latino, or Spanish origin, White",52000.0,52000.0
35-44,Business or Consulting,130000,7000.0,USD,USA,Virginia,Arlington,11-20,5-7,Master's degree,Woman,White,137000.0,137000.0
25-34,Education (Primary/Secondary),75000,0.0,CAD,CANADA,,Toronto,8-10,5-7,College degree,Woman,White,75000.0,54000.0
18-24,Transport or Logistics,26168,4000.0,GBP,UK,,Oxford ,2-4,0-1,Some college,Non-binary,White,30168.0,40425.12
35-44,Health care,41600,0.0,USD,USA,Indiana,Ft wayne,5-7,2-4,Some college,Woman,White,41600.0,41600.0
35-44,Nonprofits,69500,500.0,USD,USA,Virginia,Alexandria,11-20,8-10,Master's degree,Woman,White,70000.0,70000.0
25-34,Nonprofits,88000,2000.0,USD,USA,Michigan,Remote - HQ is in DC,8-10,5-7,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,90000.0,90000.0
35-44,Hospitality & Events,54739,2690.0,USD,USA,"Nevada, Oregon",Las Vegas,11-20,11-20,College degree,Woman,White,57429.0,57429.0
25-34,Pharmaceutical,100000,4000.0,USD,USA,Florida,Jacksonville,5-7,2-4,PhD,Woman,White,104000.0,104000.0
25-34,Computing or Tech,156600,15000.0,USD,USA,Texas,Austin,11-20,11-20,College degree,Woman,White,171600.0,171600.0
25-34,Government and Public Administration,120000,0.0,USD,USA,Virginia,Chantilly,5-7,5-7,Master's degree,Woman,Black or African American,120000.0,120000.0
35-44,Computing or Tech,127500,0.0,USD,USA,Massachusetts,Boston,11-20,11-20,College degree,Woman,White,127500.0,127500.0
25-34,Social Work,58000,2000.0,USD,USA,Massachusetts,Watham,5-7,5-7,Master's degree,Non-binary,White,60000.0,60000.0
25-34,Nonprofits,55000,0.0,USD,USA,Indiana,Indianapolis,2-4,2-4,College degree,Woman,White,55000.0,55000.0
25-34,National laboratory,115000,0.0,USD,USA,South Carolina,Aiken,5-7,5-7,PhD,Woman,White,115000.0,115000.0
45-54,Nonprofits,75000,0.0,USD,USA,Washington,Seattle,11-20,8-10,Master's degree,Woman,White,75000.0,75000.0
25-34,Health care,69888,10000.0,USD,USA,Florida,Jacksonville,5-7,2-4,College degree,Woman,White,79888.0,79888.0
35-44,Computing or Tech,195000,60000.0,USD,USA,California,San Francisco,11-20,8-10,College degree,Non-binary,White,255000.0,255000.0
25-34,Social Work,68000,0.0,USD,USA,New York,Mount Vernon,8-10,5-7,Master's degree,Woman,White,68000.0,68000.0
35-44,Computing or Tech,157000,24000.0,USD,USA,California,San Francisco Bay Area,11-20,5-7,Master's degree,Woman,White,181000.0,181000.0
55-64,Health care,152000,0.0,USD,USA,Indiana,Indianapolis,31-40,31-40,Master's degree,Woman,White,152000.0,152000.0
45-54,Government and Public Administration,90000,0.0,USD,USA,Mississippi,Hattiesburg,21-30,21-30,"Professional degree (MD, JD, etc.)",Woman,White,90000.0,90000.0
25-34,Law,54000,2500.0,USD,USA,Texas,Houston,11-20,2-4,College degree,Woman,White,56500.0,56500.0
25-34,Law,73000,0.0,USD,USA,Louisiana,Baton Rouge,5-7,5-7,"Professional degree (MD, JD, etc.)",Woman,White,73000.0,73000.0
35-44,Computing or Tech,175000,7000.0,USD,USA,Colorado,Aurora,11-20,11-20,Master's degree,Man,White,182000.0,182000.0
35-44,Education (Primary/Secondary),83600,0.0,USD,USA,Arizona,Phoenix,11-20,11-20,Master's degree,Woman,Asian or Asian American,83600.0,83600.0
35-44,Insurance,52260,3000.0,CAD,CANADA,,"Cambridge, Ontario",21-30,8-10,Master's degree,Non-binary,White,55260.0,39787.2
25-34,Government and Public Administration,46000,0.0,USD,USA,Montana,Bozeman,8-10,2-4,Master's degree,Woman,White,46000.0,46000.0
35-44,Social Work,71000,0.0,USD,USA,New York,New York,11-20,11-20,Master's degree,Woman,White,71000.0,71000.0
25-34,Engineering or Manufacturing,94300,0.0,USD,USA,New York,Syracuse,11-20,11-20,Master's degree,Woman,White,94300.0,94300.0
25-34,Education (Primary/Secondary),55200,0.0,USD,USA,Oregon,Ashland,8-10,8-10,College degree,Woman,White,55200.0,55200.0
35-44,Business or Consulting,92500,3500.0,USD,USA,District of Columbia,DC,11-20,8-10,Master's degree,Woman,White,96000.0,96000.0
35-44,Computing or Tech,155000,15000.0,USD,USA,Massachusetts,Boston,11-20,11-20,PhD,Woman,White,170000.0,170000.0
25-34,Nonprofits,70000,0.0,USD,USA,New York,New York ,8-10,8-10,Master's degree,Woman,White,70000.0,70000.0
25-34,Engineering or Manufacturing,85000,10000.0,USD,USA,Nebraska,Omaha,11-20,11-20,College degree,Woman,White,95000.0,95000.0
25-34,Analytical lab,30368,0.0,USD,USA,Missouri,Undisclosed,8-10,0-1,College degree,Woman,White,30368.0,30368.0
55-64,Entertainment,92000,10000.0,USD,USA,California,Los Angeles,11-20,11-20,Some college,Woman,White,102000.0,102000.0
45-54,Education (Primary/Secondary),61000,0.0,USD,USA,Louisiana,Alexandria,21-30,11-20,Master's degree,Woman,White,61000.0,61000.0
25-34,Engineering or Manufacturing,149074,15425.0,USD,USA,Massachusetts,Boston Metro Area,11-20,11-20,Master's degree,Woman,White,164499.0,164499.0
35-44,Hospitality & Events,28000,2000.0,USD,USA,Texas,Longview,21-30,2-4,High School,Man,White,30000.0,30000.0
35-44,Retail,33150,200.0,USD,USA,Virginia,Lynchburg,21-30,21-30,Some college,Woman,White,33350.0,33350.0
35-44,Education (Higher Education),64000,0.0,USD,USA,Tennessee,Athens ,11-20,11-20,Master's degree,Woman,White,64000.0,64000.0
35-44,Media & Digital,50000,0.0,USD,USA,District of Columbia,"Denver - remote, company based in DC",11-20,11-20,Some college,Woman,White,50000.0,50000.0
25-34,"Accounting, Banking & Finance",104000,0.0,USD,USA,California,San Francisco,5-7,5-7,Master's degree,Woman,White,104000.0,104000.0
35-44,Education (Primary/Secondary),33680,0.0,USD,USA,Texas,Katy,11-20,5-7,College degree,Woman,White,33680.0,33680.0
25-34,Nonprofits,77000,2000.0,USD,USA,New York,NYC,5-7,5-7,Master's degree,Woman,Asian or Asian American,79000.0,79000.0
65 or over,Insurance,108000,0.0,USD,USA,Pennsylvania,King of Prussia ,31-40,31-40,Some college,Woman,White,108000.0,108000.0
25-34,Health care,53000,0.0,USD,USA,Tennessee,Nashville,5-7,2-4,"Professional degree (MD, JD, etc.)",Woman,White,53000.0,53000.0
25-34,Computing or Tech,90000,0.0,USD,USA,Colorado,Denver,2-4,2-4,Master's degree,Woman,White,90000.0,90000.0
35-44,Food manufacturing,47000,1500.0,USD,USA,Massachusetts,West Bridgewater,11-20,5-7,Some college,Woman,White,48500.0,48500.0
25-34,Business or Consulting,50000,2000.0,CAD,CANADA,,Vancouver,5-7,5-7,College degree,Woman,Asian or Asian American,52000.0,37440.0
45-54,Government and Public Administration,45300,0.0,USD,USA,Nebraska,Omaha,11-20,11-20,College degree,Woman,White,45300.0,45300.0
45-54,Health care,108000,5000.0,USD,USA,Oregon,Salem,21-30,2-4,Master's degree,Woman,White,113000.0,113000.0
35-44,Computing or Tech,152000,50000.0,USD,USA,Colorado,Denver,11-20,11-20,Master's degree,Woman,White,202000.0,202000.0
25-34,Media & Digital,49000,0.0,USD,USA,Colorado,Boulder,8-10,8-10,Master's degree,Woman,White,49000.0,49000.0
35-44,Library,68000,0.0,USD,USA,Colorado,Boulder,11-20,5-7,Master's degree,Woman,White,68000.0,68000.0
45-54,"Accounting, Banking & Finance",53000,2000.0,CAD,CANADA,,Waterloo,11-20,2-4,College degree,Woman,White,55000.0,39600.0
55-64,Education (Higher Education),370000,0.0,USD,USA,Massachusetts,Prefer not to say,31-40,21-30,PhD,Woman,White,370000.0,370000.0
25-34,Media & Digital,112000,0.0,USD,USA,California,San Francisco,8-10,8-10,College degree,Woman,White,112000.0,112000.0
35-44,Utilities & Telecommunications,113000,20000.0,USD,USA,Washington,Seattle,11-20,8-10,College degree,Man,White,133000.0,133000.0
25-34,Retail,62000,4000.0,USD,USA,Oregon,Portland,11-20,8-10,College degree,Woman,White,66000.0,66000.0
35-44,Government and Public Administration,119200,0.0,USD,USA,Massachusetts,Boston,11-20,8-10,Master's degree,Man,White,119200.0,119200.0
55-64,"Accounting, Banking & Finance",113105,15000.0,USD,USA,Washington,Seattle,31-40,21-30,College degree,Man,White,128105.0,128105.0
25-34,Computing or Tech,110000,12000.0,USD,USA,Texas,Austin,5-7,2-4,College degree,Woman,White,122000.0,122000.0
25-34,Business or Consulting,80000,6000.0,USD,USA,Virginia,woodbridge ,5-7,2-4,Master's degree,Woman,White,86000.0,86000.0
35-44,"Marketing, Advertising & PR",100000,5000.0,USD,USA,District of Columbia,Washington ,11-20,8-10,College degree,Woman,Asian or Asian American,105000.0,105000.0
45-54,Government and Public Administration,132000,0.0,USD,USA,Massachusetts,Boston,21-30,8-10,Master's degree,Woman,White,132000.0,132000.0
under 18,Nonprofits,118000,0.0,USD,USA,District of Columbia,Washington,31-40,11-20,Master's degree,Woman,White,118000.0,118000.0
25-34,Health care,120000,14400.0,USD,USA,Texas,Austin,8-10,5-7,College degree,Man,"Hispanic, Latino, or Spanish origin, White",134400.0,134400.0
45-54,Computing or Tech,175000,35000.0,USD,USA,California,San Francisco,21-30,11-20,Master's degree,Man,White,210000.0,210000.0
35-44,Education (Higher Education),43000,0.0,CAD,CANADA,,Winnipeg,11-20,8-10,Master's degree,Woman,White,43000.0,30960.0
25-34,Nonprofits,42000,0.0,USD,USA,New York,Syracuse,8-10,8-10,College degree,Woman,White,42000.0,42000.0
45-54,Insurance,143100,25000.0,USD,USA,New York,NYC,21-30,21-30,Some college,Woman,White,168100.0,168100.0
45-54,Pharmaceutical,135000,0.0,USD,USA,Wisconsin,Madison,21-30,5-7,Master's degree,Woman,"Asian or Asian American, White",135000.0,135000.0
35-44,Government and Public Administration,102000,0.0,USD,USA,Illinois,Batavia,11-20,11-20,Master's degree,Woman,White,102000.0,102000.0
35-44,Computing or Tech,100000,2000.0,USD,USA,North Carolina,Cary,8-10,8-10,Master's degree,Man,White,102000.0,102000.0
35-44,Education (Higher Education),114000,0.0,USD,USA,Michigan,Detroit,11-20,11-20,Master's degree,Woman,White,114000.0,114000.0
25-34,Engineering or Manufacturing,186000,0.0,USD,USA,California,San Francisco,5-7,2-4,PhD,Woman,White,186000.0,186000.0
35-44,Publishing,89000,0.0,USD,USA,New York,New York,21-30,11-20,College degree,Woman,White,89000.0,89000.0
25-34,Hospitality & Events,86500,10000.0,CAD,CANADA,,Montreal,11-20,5-7,College degree,Woman,White,96500.0,69480.0
25-34,Education (Higher Education),45760,0.0,USD,USA,Georgia,Dahlonega ,5-7,5-7,College degree,Woman,White,45760.0,45760.0
